step_or_iteration,tag,value
2400,train/grad_norm,0.3395884335041046
2410,train/grad_norm,0.6346045136451721
2420,train/grad_norm,0.34944429993629456
2430,train/grad_norm,0.31089141964912415
2440,train/grad_norm,0.38846835494041443
2450,train/grad_norm,0.7047183513641357
2460,train/grad_norm,0.5332016944885254
2470,train/grad_norm,0.26123157143592834
2480,train/grad_norm,0.2309911698102951
2490,train/grad_norm,0.336745023727417
2500,train/grad_norm,0.4708355665206909
2510,train/grad_norm,0.25296804308891296
2520,train/grad_norm,0.4132882058620453
2530,train/grad_norm,0.5260536074638367
2540,train/grad_norm,0.4018179774284363
2550,train/grad_norm,0.26624858379364014
2560,train/grad_norm,0.3580050766468048
2570,train/grad_norm,0.3632209599018097
2580,train/grad_norm,0.3591156005859375
2590,train/grad_norm,0.5951612591743469
2600,train/grad_norm,0.38735106587409973
2610,train/grad_norm,0.309881329536438
2620,train/grad_norm,0.8296992182731628
2630,train/grad_norm,0.3741247057914734
2640,train/grad_norm,0.31749147176742554
2650,train/grad_norm,0.2906337380409241
2660,train/grad_norm,0.2620638310909271
2670,train/grad_norm,0.4154922068119049
2680,train/grad_norm,0.2960294783115387
2690,train/grad_norm,0.5332638025283813
2700,train/grad_norm,0.25323784351348877
2710,train/grad_norm,0.3797491788864136
2720,train/grad_norm,0.632162868976593
2730,train/grad_norm,0.3912844955921173
2740,train/grad_norm,0.5045310854911804
2750,train/grad_norm,0.3889932930469513
2760,train/grad_norm,0.6973536610603333
2770,train/grad_norm,0.5626623630523682
2780,train/grad_norm,0.3551532030105591
2790,train/grad_norm,0.30407387018203735
2800,train/grad_norm,0.5832877159118652
2810,train/grad_norm,0.3772563338279724
2820,train/grad_norm,0.2988991141319275
2830,train/grad_norm,0.392520010471344
2840,train/grad_norm,0.2748110592365265
2850,train/grad_norm,0.32856887578964233
2860,train/grad_norm,0.7212228178977966
2870,train/grad_norm,0.41520658135414124
2880,train/grad_norm,0.47624343633651733
2890,train/grad_norm,0.41920143365859985
2900,train/grad_norm,0.44863513112068176
2910,train/grad_norm,0.5157091617584229
2920,train/grad_norm,0.31459540128707886
2930,train/grad_norm,0.2703478932380676
2940,train/grad_norm,0.3316488564014435
2950,train/grad_norm,0.4461478590965271
2960,train/grad_norm,0.3817913234233856
2970,train/grad_norm,0.30749788880348206
2980,train/grad_norm,0.3237307369709015
2990,train/grad_norm,0.3727375268936157
3000,train/grad_norm,0.2804109752178192
3010,train/grad_norm,0.2705657184123993
3020,train/grad_norm,0.4445449709892273
3030,train/grad_norm,0.4060068726539612
3040,train/grad_norm,0.40192711353302
3050,train/grad_norm,0.29238462448120117
3060,train/grad_norm,0.5301689505577087
3070,train/grad_norm,0.3172564208507538
3080,train/grad_norm,0.3765111565589905
3090,train/grad_norm,0.30196133255958557
3100,train/grad_norm,0.5038763284683228
3110,train/grad_norm,0.6427332162857056
3120,train/grad_norm,0.2688537538051605
3130,train/grad_norm,0.2587037980556488
3140,train/grad_norm,0.3646562993526459
3150,train/grad_norm,0.29911568760871887
3160,train/grad_norm,0.31988367438316345
3170,train/grad_norm,0.4064159393310547
3180,train/grad_norm,0.25088217854499817
3190,train/grad_norm,0.258364200592041
3200,train/grad_norm,0.4232109487056732
3210,train/grad_norm,0.4076554477214813
3220,train/grad_norm,0.24853041768074036
3230,train/grad_norm,0.309663325548172
3240,train/grad_norm,0.41354599595069885
3250,train/grad_norm,0.27071163058280945
3260,train/grad_norm,0.41077563166618347
3270,train/grad_norm,0.447028785943985
3280,train/grad_norm,0.4281392991542816
3290,train/grad_norm,0.6268312335014343
3300,train/grad_norm,0.4532577693462372
3310,train/grad_norm,0.6359431743621826
3320,train/grad_norm,0.27091073989868164
3330,train/grad_norm,0.33566465973854065
3340,train/grad_norm,0.4731663763523102
3350,train/grad_norm,0.3289658725261688
3360,train/grad_norm,0.3763800859451294
3370,train/grad_norm,0.7214991450309753
3380,train/grad_norm,0.8112946152687073
3390,train/grad_norm,0.45969659090042114
3400,train/grad_norm,0.3435256779193878
3410,train/grad_norm,0.3436228632926941
3420,train/grad_norm,0.431741863489151
3430,train/grad_norm,0.3529641926288605
3440,train/grad_norm,0.3283636271953583
3450,train/grad_norm,0.3855578601360321
3460,train/grad_norm,0.3307024836540222
3470,train/grad_norm,0.3459033966064453
3480,train/grad_norm,0.5439751744270325
3490,train/grad_norm,0.38647007942199707
3500,train/grad_norm,0.384308785200119
3510,train/grad_norm,0.385537326335907
3520,train/grad_norm,0.4892551302909851
3530,train/grad_norm,0.5453295111656189
3540,train/grad_norm,0.3149307668209076
3550,train/grad_norm,0.42859625816345215
3560,train/grad_norm,0.28728750348091125
3570,train/grad_norm,0.37959161400794983
3580,train/grad_norm,0.643230676651001
3590,train/grad_norm,0.2504040598869324
3600,train/grad_norm,0.28697484731674194
3610,train/grad_norm,0.3513871133327484
3620,train/grad_norm,0.38605624437332153
3630,train/grad_norm,0.8746951818466187
3640,train/grad_norm,0.357697457075119
3650,train/grad_norm,0.30765655636787415
3660,train/grad_norm,0.3523981273174286
3670,train/grad_norm,0.5624933242797852
3680,train/grad_norm,0.45590347051620483
3690,train/grad_norm,0.34008416533470154
3700,train/grad_norm,0.3114106059074402
3710,train/grad_norm,0.3935665190219879
3720,train/grad_norm,0.43934696912765503
3730,train/grad_norm,0.3114759624004364
3740,train/grad_norm,0.4308464825153351
3750,train/grad_norm,0.6692666411399841
3760,train/grad_norm,0.4424371123313904
3770,train/grad_norm,0.4595755338668823
3780,train/grad_norm,0.31494325399398804
3790,train/grad_norm,0.3031430244445801
3800,train/grad_norm,0.40428492426872253
3810,train/grad_norm,0.40024077892303467
3820,train/grad_norm,0.5248339772224426
3830,train/grad_norm,0.4124954044818878
3840,train/grad_norm,0.3652203381061554
3850,train/grad_norm,0.45474398136138916
3860,train/grad_norm,0.3568403720855713
3870,train/grad_norm,0.40121331810951233
3880,train/grad_norm,0.22465112805366516
3890,train/grad_norm,0.3057893216609955
3900,train/grad_norm,0.32440993189811707
3910,train/grad_norm,0.5899732112884521
3920,train/grad_norm,0.5117449164390564
3930,train/grad_norm,0.7684161067008972
3940,train/grad_norm,0.7574010491371155
3950,train/grad_norm,0.667203426361084
3960,train/grad_norm,0.4930734932422638
3970,train/grad_norm,0.3744479715824127
3980,train/grad_norm,0.31762638688087463
3990,train/grad_norm,0.3523654639720917
4000,train/grad_norm,0.604237973690033
4010,train/grad_norm,0.314787358045578
4020,train/grad_norm,0.4404554069042206
4030,train/grad_norm,0.6622576117515564
4040,train/grad_norm,0.6312224864959717
4050,train/grad_norm,0.28495657444000244
4060,train/grad_norm,0.7994587421417236
4070,train/grad_norm,0.45971423387527466
4080,train/grad_norm,0.4690900146961212
4090,train/grad_norm,0.5432499647140503
4100,train/grad_norm,0.3312726616859436
4110,train/grad_norm,0.36516591906547546
4120,train/grad_norm,0.4630866050720215
4130,train/grad_norm,0.39561355113983154
4140,train/grad_norm,0.4170216917991638
4150,train/grad_norm,0.31842243671417236
4160,train/grad_norm,0.4336860179901123
4170,train/grad_norm,0.33633092045783997
4180,train/grad_norm,0.4649812579154968
4190,train/grad_norm,0.39521536231040955
4200,train/grad_norm,0.5150640606880188
4210,train/grad_norm,0.4927161633968353
4220,train/grad_norm,0.4382740557193756
4230,train/grad_norm,0.3628590404987335
4240,train/grad_norm,0.3694930672645569
4250,train/grad_norm,0.31651198863983154
4260,train/grad_norm,0.39333900809288025
4270,train/grad_norm,0.4710988998413086
4280,train/grad_norm,0.290894091129303
4290,train/grad_norm,0.31657904386520386
4300,train/grad_norm,0.47655755281448364
4310,train/grad_norm,0.6128082871437073
4320,train/grad_norm,0.38544633984565735
4330,train/grad_norm,0.30313587188720703
4340,train/grad_norm,0.4414128065109253
4350,train/grad_norm,0.5186654329299927
4360,train/grad_norm,0.32618990540504456
4370,train/grad_norm,0.4377741515636444
4380,train/grad_norm,0.42715170979499817
4390,train/grad_norm,0.5396395325660706
4400,train/grad_norm,0.4720766246318817
4410,train/grad_norm,0.35803210735321045
4420,train/grad_norm,0.3319327235221863
4430,train/grad_norm,0.3248346149921417
4440,train/grad_norm,0.40122124552726746
4450,train/grad_norm,0.311074435710907
4460,train/grad_norm,0.38807356357574463
4470,train/grad_norm,0.4032430052757263
4480,train/grad_norm,0.41543832421302795
4490,train/grad_norm,0.3683856725692749
4500,train/grad_norm,0.37642279267311096
4510,train/grad_norm,0.36150962114334106
4520,train/grad_norm,0.5113921165466309
4530,train/grad_norm,0.44668048620224
4540,train/grad_norm,0.2864421308040619
4550,train/grad_norm,0.4143196940422058
4560,train/grad_norm,0.26432761549949646
4570,train/grad_norm,0.3252500295639038
4580,train/grad_norm,0.550482451915741
4590,train/grad_norm,0.37157613039016724
4600,train/grad_norm,0.31907376646995544
4610,train/grad_norm,0.7630795240402222
4620,train/grad_norm,0.42455974221229553
4630,train/grad_norm,0.37553271651268005
4640,train/grad_norm,0.3364655375480652
4650,train/grad_norm,0.49157291650772095
4660,train/grad_norm,0.37849560379981995
4670,train/grad_norm,0.6314101815223694
4680,train/grad_norm,0.4887126088142395
4690,train/grad_norm,0.5002457499504089
4700,train/grad_norm,0.3331502377986908
4710,train/grad_norm,0.3529643714427948
4720,train/grad_norm,0.5621893405914307
4730,train/grad_norm,0.445122092962265
4740,train/grad_norm,0.33989647030830383
4750,train/grad_norm,0.30007293820381165
4760,train/grad_norm,0.3027839958667755
4770,train/grad_norm,0.39682960510253906
4780,train/grad_norm,0.2804992198944092
4790,train/grad_norm,0.4574012756347656
4800,train/grad_norm,0.49412789940834045
4810,train/grad_norm,0.46945804357528687
4820,train/grad_norm,0.30486568808555603
4830,train/grad_norm,0.30384936928749084
4840,train/grad_norm,0.2707151770591736
4850,train/grad_norm,0.2767559885978699
4860,train/grad_norm,0.35509341955184937
4870,train/grad_norm,0.4044397473335266
4880,train/grad_norm,0.4791417419910431
4890,train/grad_norm,0.3927975594997406
4900,train/grad_norm,0.47075146436691284
4910,train/grad_norm,0.29009270668029785
4920,train/grad_norm,0.540088951587677
4930,train/grad_norm,0.4111802279949188
4940,train/grad_norm,0.6406051516532898
4950,train/grad_norm,0.36967581510543823
4960,train/grad_norm,0.3046885132789612
4970,train/grad_norm,0.39563098549842834
4980,train/grad_norm,0.7033754587173462
4990,train/grad_norm,0.46237602829933167
5000,train/grad_norm,0.2639898657798767
5010,train/grad_norm,0.35737231373786926
5020,train/grad_norm,0.4498554468154907
5030,train/grad_norm,0.541584849357605
5040,train/grad_norm,0.40036895871162415
5050,train/grad_norm,0.35881081223487854
5060,train/grad_norm,0.4749393165111542
5070,train/grad_norm,0.2738649845123291
5080,train/grad_norm,0.3260473906993866
5090,train/grad_norm,0.35247474908828735
5100,train/grad_norm,0.291392982006073
5110,train/grad_norm,0.5670194029808044
5120,train/grad_norm,0.8947768211364746
5130,train/grad_norm,0.4514603018760681
5140,train/grad_norm,0.3284813463687897
5150,train/grad_norm,0.4485034644603729
5160,train/grad_norm,0.3732024133205414
5170,train/grad_norm,0.4348044693470001
5180,train/grad_norm,0.3777380883693695
5190,train/grad_norm,0.42777183651924133
5200,train/grad_norm,0.40670451521873474
5210,train/grad_norm,0.5121952891349792
5220,train/grad_norm,0.5535331964492798
5230,train/grad_norm,0.531971275806427
5240,train/grad_norm,0.45655182003974915
5250,train/grad_norm,0.36243361234664917
5260,train/grad_norm,0.46862274408340454
5270,train/grad_norm,0.3099921643733978
5280,train/grad_norm,0.2915382385253906
5290,train/grad_norm,0.33568835258483887
5300,train/grad_norm,0.5116527080535889
5310,train/grad_norm,0.38165947794914246
5320,train/grad_norm,0.3543669283390045
5330,train/grad_norm,0.366761714220047
5340,train/grad_norm,0.3311210572719574
5350,train/grad_norm,0.42354148626327515
5360,train/grad_norm,0.432730495929718
5370,train/grad_norm,0.3023819029331207
5380,train/grad_norm,0.31256723403930664
5390,train/grad_norm,0.4293464124202728
5400,train/grad_norm,0.34409061074256897
5410,train/grad_norm,0.3154471516609192
5420,train/grad_norm,0.4326830506324768
5430,train/grad_norm,0.3962780833244324
5440,train/grad_norm,0.27096888422966003
5450,train/grad_norm,0.26240304112434387
5460,train/grad_norm,0.39747491478919983
5470,train/grad_norm,0.45903918147087097
5480,train/grad_norm,0.4609896242618561
5490,train/grad_norm,0.3451617658138275
5500,train/grad_norm,0.38048624992370605
5510,train/grad_norm,0.28018420934677124
5520,train/grad_norm,0.31277063488960266
5530,train/grad_norm,0.42823901772499084
5540,train/grad_norm,0.43804383277893066
5550,train/grad_norm,0.32176917791366577
5560,train/grad_norm,0.43808209896087646
5570,train/grad_norm,0.45529288053512573
5580,train/grad_norm,0.4416167140007019
5590,train/grad_norm,0.6710626482963562
5600,train/grad_norm,0.36221644282341003
5610,train/grad_norm,0.4949284493923187
5620,train/grad_norm,0.38890737295150757
5630,train/grad_norm,0.2866692841053009
5640,train/grad_norm,0.4301179051399231
5650,train/grad_norm,0.5630428194999695
5660,train/grad_norm,0.3545231521129608
5670,train/grad_norm,0.49940142035484314
5680,train/grad_norm,0.44885069131851196
5690,train/grad_norm,0.8052099943161011
5700,train/grad_norm,0.3312147259712219
5710,train/grad_norm,0.4125846326351166
5720,train/grad_norm,0.6049572825431824
5730,train/grad_norm,0.3798893988132477
5740,train/grad_norm,0.33330363035202026
5750,train/grad_norm,0.404954195022583
5760,train/grad_norm,0.32808008790016174
5770,train/grad_norm,0.3636118173599243
5780,train/grad_norm,0.31494784355163574
5790,train/grad_norm,0.4772428274154663
5800,train/grad_norm,1.0373687744140625
5810,train/grad_norm,0.4244624078273773
5820,train/grad_norm,0.4322569668292999
5830,train/grad_norm,1.0324655771255493
5840,train/grad_norm,0.3898719251155853
5850,train/grad_norm,0.31914424896240234
5860,train/grad_norm,0.7682093977928162
5870,train/grad_norm,0.2724369466304779
5880,train/grad_norm,0.4701007604598999
5890,train/grad_norm,0.4036130905151367
5900,train/grad_norm,0.5008381009101868
5910,train/grad_norm,0.4223056435585022
5920,train/grad_norm,0.3692299425601959
5930,train/grad_norm,0.3587230145931244
5940,train/grad_norm,0.3128627836704254
5950,train/grad_norm,0.4712880551815033
5960,train/grad_norm,0.5919922590255737
5970,train/grad_norm,0.30527177453041077
5980,train/grad_norm,0.39486265182495117
5990,train/grad_norm,0.38547366857528687
6000,train/grad_norm,0.3180343508720398
6010,train/grad_norm,0.3573046326637268
6020,train/grad_norm,0.36762115359306335
6030,train/grad_norm,0.43212348222732544
6040,train/grad_norm,0.39999887347221375
6050,train/grad_norm,0.3522244393825531
6060,train/grad_norm,0.31326374411582947
6070,train/grad_norm,0.7293301224708557
6080,train/grad_norm,0.6124917268753052
6090,train/grad_norm,0.2991337478160858
6100,train/grad_norm,0.3106336295604706
6110,train/grad_norm,0.2820717394351959
6120,train/grad_norm,0.5709717273712158
6130,train/grad_norm,0.2871527075767517
6140,train/grad_norm,0.47715845704078674
6150,train/grad_norm,0.6657537817955017
6160,train/grad_norm,0.3389139175415039
6170,train/grad_norm,0.5166676044464111
6180,train/grad_norm,0.4356800317764282
6190,train/grad_norm,0.35181084275245667
6200,train/grad_norm,0.2819041907787323
6210,train/grad_norm,0.3499548137187958
6220,train/grad_norm,0.30568185448646545
6230,train/grad_norm,0.5810689330101013
6240,train/grad_norm,0.4166997969150543
6250,train/grad_norm,0.33117103576660156
6260,train/grad_norm,0.38531970977783203
6270,train/grad_norm,0.3815397620201111
6280,train/grad_norm,0.27676716446876526
6290,train/grad_norm,0.5650277733802795
6300,train/grad_norm,0.49251019954681396
6310,train/grad_norm,0.33624860644340515
6320,train/grad_norm,0.5978749990463257
6330,train/grad_norm,0.3102428615093231
6340,train/grad_norm,0.3459155559539795
6350,train/grad_norm,0.8501012325286865
6360,train/grad_norm,0.5634199380874634
6370,train/grad_norm,0.301746129989624
6380,train/grad_norm,0.4188421666622162
6390,train/grad_norm,0.3086928129196167
6400,train/grad_norm,0.4710288643836975
6410,train/grad_norm,0.37458449602127075
6420,train/grad_norm,0.5401726365089417
6430,train/grad_norm,0.40200838446617126
6440,train/grad_norm,0.31928324699401855
6450,train/grad_norm,0.5361267924308777
6460,train/grad_norm,0.6183112859725952
6470,train/grad_norm,0.3097487688064575
6480,train/grad_norm,0.4900836646556854
6490,train/grad_norm,0.564426064491272
6500,train/grad_norm,0.4498082101345062
6510,train/grad_norm,0.43854841589927673
6520,train/grad_norm,0.5423420667648315
6530,train/grad_norm,0.2985779941082001
6540,train/grad_norm,0.35105186700820923
6550,train/grad_norm,0.3214305639266968
6560,train/grad_norm,0.39700067043304443
6570,train/grad_norm,0.437741219997406
6580,train/grad_norm,0.4631536304950714
6590,train/grad_norm,0.4860536754131317
6600,train/grad_norm,0.43564221262931824
6610,train/grad_norm,0.3642820715904236
6620,train/grad_norm,0.43987321853637695
6630,train/grad_norm,0.2888024151325226
6640,train/grad_norm,0.3746160864830017
6650,train/grad_norm,0.5013556480407715
6660,train/grad_norm,0.3471379280090332
6670,train/grad_norm,0.2941743731498718
6680,train/grad_norm,0.7235427498817444
6690,train/grad_norm,0.5969606637954712
6700,train/grad_norm,0.5489576458930969
6710,train/grad_norm,0.3230111002922058
6720,train/grad_norm,0.2924572229385376
6730,train/grad_norm,0.37495291233062744
6740,train/grad_norm,0.33049696683883667
6750,train/grad_norm,0.3255634605884552
6760,train/grad_norm,0.3095278739929199
6770,train/grad_norm,0.49385154247283936
6780,train/grad_norm,0.5001482367515564
6790,train/grad_norm,0.5278887152671814
